11/02/2016 12:19:32 a.m..46 127.0.0.1	 CodeSection en 0
14/06/2017 10:38:38 p.m..67 127.0.0.1	 CodeSection en 0
14/06/2017 10:46:54 p.m..46 127.0.0.1	 CodeSection en 0
14/06/2017 10:48:11 p.m..05 127.0.0.1	 CodeSection en 0
14/06/2017 10:49:22 p.m..18 127.0.0.1	 CodeSection en 0
14/06/2017 10:57:27 p.m..88 127.0.0.1	 CodeSection en 0
14/06/2017 11:02:53 p.m..29 127.0.0.1	 CodeSection en 0
14/06/2017 11:08:34 p.m..91 127.0.0.1	 CodeSection en 0
20/06/2017 07:45:41 p.m..00 127.0.0.1	 CodeSection en 0
20/06/2017 07:55:35 p.m..05 127.0.0.1	 CodeSection en 0
03/07/2017 12:28:35 a.m..30 127.0.0.1	 CodeSection en 0
03/07/2017 12:28:39 a.m..45 127.0.0.1	 CodeSection en 0
03/07/2017 12:28:52 a.m..93 127.0.0.1	 CodeSection en 0
03/07/2017 12:28:58 a.m..44 127.0.0.1	 CodeSection en 0
03/07/2017 12:34:31 a.m..45 127.0.0.1	 CodeSection en 0
03/07/2017 12:34:39 a.m..07 127.0.0.1	 CodeSection en 0
03/07/2017 12:36:20 a.m..44 127.0.0.1	 CodeSection en 0
03/07/2017 12:36:23 a.m..35 127.0.0.1	 CodeSection en 0
03/07/2017 12:36:56 a.m..42 127.0.0.1	 CodeSection en 0
03/07/2017 12:39:19 a.m..04 127.0.0.1	 CodeSection en 0
03/07/2017 12:40:25 a.m..04 127.0.0.1	 CodeSection en 0
16/07/2017 02:39:03 a.m..70 127.0.0.1	 CodeSection en 0
16/07/2017 02:39:08 a.m..49 127.0.0.1	 CodeSection en 0
16/07/2017 02:39:11 a.m..31 127.0.0.1	 CodeSection en 0
16/07/2017 02:39:56 a.m..49 127.0.0.1	 CodeSection en 0
16/07/2017 02:43:26 a.m..19 127.0.0.1	 CodeSection en 0
16/07/2017 03:05:28 a.m..43 127.0.0.1	 CodeSection en 0
16/07/2017 03:14:03 p.m..84 127.0.0.1	 CodeSection en 0
16/07/2017 03:17:33 p.m..01 127.0.0.1	 CodeSection en 0
16/07/2017 03:49:10 p.m..38 127.0.0.1	 CodeSection en 0
16/07/2017 04:07:34 p.m..97 127.0.0.1	 CodeSection en 0
16/07/2017 04:10:32 p.m..18 127.0.0.1	 CodeSection en 0
16/07/2017 04:17:37 p.m..80 127.0.0.1	 CodeSection en 0
16/07/2017 04:29:27 p.m..38 127.0.0.1	 CodeSection en 0
16/07/2017 04:31:30 p.m..05 127.0.0.1	 CodeSection en 0
16/07/2017 06:24:18 p.m..59 127.0.0.1	 CodeSection en 0
16/07/2017 06:36:17 p.m..52 127.0.0.1	 CodeSection en 0
16/07/2017 06:37:18 p.m..59 127.0.0.1	 CodeSection en 0
16/07/2017 06:39:34 p.m..13 127.0.0.1	 CodeSection en 0
16/07/2017 07:02:54 p.m..41 127.0.0.1	 CodeSection en 0
18/07/2017 08:57:32 p.m..07 127.0.0.1	 CodeSection en 0
18/07/2017 09:12:07 p.m..72 127.0.0.1	 CodeSection en 0
18/07/2017 09:12:59 p.m..37 127.0.0.1	 CodeSection en 0
18/07/2017 09:31:33 p.m..27 127.0.0.1	 CodeSection en 0
18/07/2017 09:37:07 p.m..51 127.0.0.1	 CodeSection en 0
18/07/2017 09:40:16 p.m..35 127.0.0.1	 CodeSection en 0
19/07/2017 09:17:26 a.m..72 127.0.0.1	 CodeSection en 0
19/07/2017 09:20:14 a.m..46 127.0.0.1	 CodeSection en 0
19/07/2017 09:40:33 a.m..82 127.0.0.1	 CodeSection en 0
19/07/2017 12:09:44 p.m..38 127.0.0.1	 CodeSection en 0
19/07/2017 12:30:08 p.m..93 127.0.0.1	 CodeSection en 0
19/07/2017 12:43:14 p.m..21 127.0.0.1	 CodeSection en 0
19/07/2017 12:45:22 p.m..73 127.0.0.1	 CodeSection en 0
19/07/2017 12:48:18 p.m..14 127.0.0.1	 CodeSection en 0
19/07/2017 12:50:18 p.m..22 127.0.0.1	 CodeSection en 0
19/07/2017 12:59:48 p.m..28 127.0.0.1	 CodeSection en 0
19/07/2017 01:03:22 p.m..27 127.0.0.1	 CodeSection en 0
19/07/2017 01:05:25 p.m..61 127.0.0.1	 CodeSection en 0
19/07/2017 01:08:20 p.m..07 127.0.0.1	 CodeSection en 0
19/07/2017 01:09:41 p.m..23 127.0.0.1	 CodeSection en 0
19/07/2017 01:10:52 p.m..79 127.0.0.1	 CodeSection en 0
19/07/2017 01:15:00 p.m..52 127.0.0.1	 CodeSection en 0
19/07/2017 02:20:07 p.m..76 127.0.0.1	 CodeSection en 0
19/07/2017 02:23:58 p.m..09 127.0.0.1	 CodeSection en 0
19/07/2017 02:25:19 p.m..77 127.0.0.1	 CodeSection en 0
19/07/2017 02:28:34 p.m..73 127.0.0.1	 CodeSection en 0
19/07/2017 04:24:10 p.m..25 127.0.0.1	 CodeSection en 0
19/07/2017 09:11:18 p.m..45 127.0.0.1	 CodeSection en 0
20/07/2017 12:34:00 a.m..30 127.0.0.1	 CodeSection en 0
20/07/2017 12:42:13 a.m..01 127.0.0.1	 CodeSection en 0
20/07/2017 12:55:11 a.m..49 127.0.0.1	 CodeSection en 0
20/07/2017 12:58:22 a.m..42 127.0.0.1	 CodeSection en 0
20/07/2017 01:00:14 a.m..03 127.0.0.1	 CodeSection en 0
20/07/2017 01:03:20 a.m..84 127.0.0.1	 CodeSection en 0
20/07/2017 03:41:36 p.m..04 127.0.0.1	 CodeSection en 0
20/07/2017 04:16:40 p.m..96 127.0.0.1	 CodeSection en 0
20/07/2017 04:22:12 p.m..22 127.0.0.1	 CodeSection en 0
20/07/2017 04:29:30 p.m..00 127.0.0.1	 CodeSection en 0
20/07/2017 04:37:13 p.m..53 127.0.0.1	 CodeSection en 0
20/07/2017 04:38:33 p.m..00 127.0.0.1	 CodeSection en 0
20/07/2017 04:39:50 p.m..00 127.0.0.1	 CodeSection en 0
20/07/2017 04:40:30 p.m..78 127.0.0.1	 CodeSection en 0
20/07/2017 04:41:00 p.m..82 127.0.0.1	 CodeSection en 0
20/07/2017 04:41:57 p.m..27 127.0.0.1	 CodeSection en 0
20/07/2017 04:56:14 p.m..29 127.0.0.1	 CodeSection en 0
20/07/2017 05:09:47 p.m..20 127.0.0.1	 CodeSection en 0
20/07/2017 05:16:41 p.m..69 127.0.0.1	 CodeSection en 0
20/07/2017 05:21:23 p.m..30 127.0.0.1	 CodeSection en 0
21/07/2017 12:51:32 a.m..17 127.0.0.1	 CodeSection en 0
21/07/2017 01:02:49 a.m..98 127.0.0.1	 CodeSection en 0
21/07/2017 01:23:40 a.m..06 127.0.0.1	 CodeSection en 0
21/07/2017 01:38:28 a.m..72 127.0.0.1	 CodeSection en 0
21/07/2017 01:41:35 a.m..83 127.0.0.1	 CodeSection en 0
22/07/2017 01:38:03 a.m..26 127.0.0.1	 CodeSection en 0
22/07/2017 01:42:08 a.m..75 127.0.0.1	 CodeSection en 0
22/07/2017 01:43:27 a.m..91 127.0.0.1	 CodeSection en 0
22/07/2017 01:44:19 a.m..77 127.0.0.1	 CodeSection en 0
23/07/2017 12:50:52 a.m..27 127.0.0.1	 CodeSection en 0
23/07/2017 12:56:13 a.m..34 127.0.0.1	 CodeSection en 0
23/07/2017 01:03:35 a.m..20 127.0.0.1	 CodeSection en 0
23/07/2017 01:04:31 a.m..83 127.0.0.1	 CodeSection en 0
23/07/2017 01:05:54 a.m..29 127.0.0.1	 CodeSection en 0
23/07/2017 01:08:24 a.m..80 127.0.0.1	 CodeSection en 0
23/07/2017 01:09:23 a.m..24 127.0.0.1	 CodeSection en 0
23/07/2017 01:12:15 a.m..02 127.0.0.1	 CodeSection en 0
23/07/2017 01:26:01 a.m..08 127.0.0.1	 CodeSection en 0
23/07/2017 01:28:38 a.m..64 127.0.0.1	 CodeSection en 0
23/07/2017 01:29:15 a.m..88 127.0.0.1	 CodeSection en 0
23/07/2017 01:33:21 a.m..76 127.0.0.1	 CodeSection en 0
23/07/2017 01:35:04 a.m..99 127.0.0.1	 CodeSection en 0
23/07/2017 01:51:13 a.m..56 127.0.0.1	 CodeSection en 0
23/07/2017 01:55:12 a.m..14 127.0.0.1	 CodeSection en 0
23/07/2017 01:59:37 a.m..95 127.0.0.1	 CodeSection en 0
22/10/2017 12:45:58 a.m..89 127.0.0.1	 CodeSection en 0
22/10/2017 12:46:46 a.m..02 127.0.0.1	 CodeSection en 0
22/10/2017 12:49:05 a.m..16 127.0.0.1	 CodeSection en 0
22/10/2017 12:57:31 a.m..80 127.0.0.1	 CodeSection en 0
22/10/2017 01:04:35 a.m..64 127.0.0.1	 CodeSection en 0
22/10/2017 01:54:21 a.m..62 127.0.0.1	 CodeSection en 0
22/10/2017 12:59:52 p.m..38 127.0.0.1	 CodeSection en 0
09/11/2017 06:01:00 p.m..59 127.0.0.1	 CodeSection en 0
09/11/2017 06:02:14 p.m..62 127.0.0.1	 CodeSection en 0
09/11/2017 07:05:23 p.m..53 127.0.0.1	 CodeSection en 0
09/11/2017 07:46:26 p.m..55 127.0.0.1	 CodeSection en 0
09/11/2017 07:48:27 p.m..36 127.0.0.1	 CodeSection en 0
09/11/2017 07:51:51 p.m..55 127.0.0.1	 CodeSection en 0
09/11/2017 07:53:35 p.m..35 127.0.0.1	 CodeSection en 0
09/11/2017 07:56:08 p.m..41 127.0.0.1	 CodeSection en 0
09/11/2017 08:39:52 p.m..46 127.0.0.1	 CodeSection en 0
09/11/2017 08:42:41 p.m..27 127.0.0.1	 CodeSection en 0
19/11/2017 06:32:00 p.m..60 127.0.0.1	 CodeSection en 0
19/11/2017 06:37:43 p.m..78 127.0.0.1	 CodeSection en 0
19/11/2017 06:39:06 p.m..52 127.0.0.1	 CodeSection en 0
19/11/2017 06:40:58 p.m..01 127.0.0.1	 CodeSection en 0
19/11/2017 07:07:20 p.m..46 127.0.0.1	 CodeSection en 0
19/11/2017 07:16:02 p.m..98 127.0.0.1	 CodeSection en 0
19/11/2017 07:27:24 p.m..66 127.0.0.1	 CodeSection en 0
19/11/2017 07:29:58 p.m..54 127.0.0.1	 CodeSection en 0
19/11/2017 07:31:59 p.m..29 127.0.0.1	 CodeSection en 0
19/11/2017 07:34:17 p.m..45 127.0.0.1	 CodeSection en 0
19/11/2017 07:40:50 p.m..96 127.0.0.1	 CodeSection en 0
19/11/2017 07:52:07 p.m..08 127.0.0.1	 CodeSection en 0
19/11/2017 07:53:26 p.m..18 127.0.0.1	 CodeSection en 0
19/11/2017 07:59:08 p.m..21 127.0.0.1	 CodeSection en 0
19/11/2017 08:24:41 p.m..65 127.0.0.1	 CodeSection en 0
19/11/2017 08:31:53 p.m..89 127.0.0.1	 CodeSection en 0
19/11/2017 08:38:33 p.m..53 127.0.0.1	 CodeSection en 0
19/11/2017 08:46:23 p.m..52 127.0.0.1	 CodeSection en 0
19/11/2017 08:54:27 p.m..75 127.0.0.1	 CodeSection en 0
19/11/2017 09:05:31 p.m..33 127.0.0.1	 CodeSection en 0
19/11/2017 09:23:05 p.m..70 127.0.0.1	 CodeSection en 0
20/11/2017 02:33:38 a.m..57 127.0.0.1	 CodeSection en 0
20/11/2017 02:34:47 a.m..32 127.0.0.1	 CodeSection en 0
20/11/2017 02:36:04 a.m..94 127.0.0.1	 CodeSection en 0
20/11/2017 02:57:16 a.m..73 127.0.0.1	 CodeSection en 0
22/11/2017 02:41:59 p.m..88 127.0.0.1	 CodeSection en 0
22/11/2017 02:47:10 p.m..36 127.0.0.1	 CodeSection en 0
22/11/2017 02:48:09 p.m..97 127.0.0.1	 CodeSection en 0
22/11/2017 03:04:08 p.m..11 127.0.0.1	 CodeSection en 0
22/11/2017 03:04:09 p.m..84 127.0.0.1	 CodeSection en 0
22/11/2017 03:04:30 p.m..23 127.0.0.1	 CodeSection en 0
22/11/2017 03:05:12 p.m..00 127.0.0.1	 CodeSection en 0
22/11/2017 03:11:10 p.m..58 127.0.0.1	 CodeSection en 0
22/11/2017 03:15:52 p.m..87 127.0.0.1	 CodeSection en 0
22/11/2017 03:17:16 p.m..36 127.0.0.1	 CodeSection en 0
22/11/2017 03:19:11 p.m..89 127.0.0.1	 CodeSection en 0
22/11/2017 03:20:30 p.m..86 127.0.0.1	 CodeSection en 0
22/11/2017 03:35:21 p.m..52 127.0.0.1	 CodeSection en 0
22/11/2017 03:39:56 p.m..84 127.0.0.1	 CodeSection en 0
22/11/2017 05:06:51 p.m..48 127.0.0.1	 CodeSection en 0
22/11/2017 05:07:16 p.m..79 127.0.0.1	 CodeSection en 0
22/11/2017 05:07:18 p.m..56 127.0.0.1	 CodeSection en 0
22/11/2017 05:07:19 p.m..72 127.0.0.1	 CodeSection en 0
22/11/2017 05:07:56 p.m..20 127.0.0.1	 CodeSection en 0
22/11/2017 05:11:36 p.m..03 127.0.0.1	 CodeSection en 0
22/11/2017 05:37:06 p.m..86 127.0.0.1	 CodeSection en 0
22/11/2017 05:41:43 p.m..88 127.0.0.1	 CodeSection en 0
22/11/2017 05:43:30 p.m..13 127.0.0.1	 CodeSection en 0
22/11/2017 05:47:23 p.m..14 127.0.0.1	 CodeSection en 0
22/11/2017 05:55:45 p.m..70 127.0.0.1	 CodeSection en 0
22/11/2017 05:57:50 p.m..39 127.0.0.1	 CodeSection en 0
22/11/2017 06:00:05 p.m..15 127.0.0.1	 CodeSection en 0
22/11/2017 06:00:58 p.m..17 127.0.0.1	 CodeSection en 0
22/11/2017 06:02:52 p.m..16 127.0.0.1	 CodeSection en 0
22/11/2017 06:03:26 p.m..70 127.0.0.1	 CodeSection en 0
22/11/2017 06:09:11 p.m..36 127.0.0.1	 CodeSection en 0
22/11/2017 06:11:08 p.m..09 127.0.0.1	 CodeSection en 0
22/11/2017 06:18:29 p.m..70 127.0.0.1	 CodeSection en 0
22/11/2017 06:19:46 p.m..69 127.0.0.1	 CodeSection en 0
22/11/2017 06:23:13 p.m..16 127.0.0.1	 CodeSection en 0
22/11/2017 06:25:47 p.m..20 127.0.0.1	 CodeSection en 0
22/11/2017 06:29:05 p.m..71 127.0.0.1	 CodeSection en 0
22/11/2017 06:37:08 p.m..58 127.0.0.1	 CodeSection en 0
22/11/2017 06:39:08 p.m..46 127.0.0.1	 CodeSection en 0
22/11/2017 07:13:22 p.m..59 127.0.0.1	 CodeSection en 0
22/11/2017 07:15:54 p.m..83 127.0.0.1	 CodeSection en 0
22/11/2017 07:19:35 p.m..08 127.0.0.1	 CodeSection en 0
22/11/2017 07:21:32 p.m..92 127.0.0.1	 CodeSection en 0
22/11/2017 07:24:42 p.m..45 127.0.0.1	 CodeSection en 0
22/11/2017 07:25:42 p.m..83 127.0.0.1	 CodeSection en 0
22/11/2017 10:36:07 p.m..13 127.0.0.1	 CodeSection en 0
22/11/2017 10:38:55 p.m..28 127.0.0.1	 CodeSection en 0
22/11/2017 10:42:42 p.m..19 127.0.0.1	 CodeSection en 0
23/11/2017 09:17:39 a.m..35 127.0.0.1	 CodeSection en 0
23/11/2017 09:19:21 a.m..94 127.0.0.1	 CodeSection en 0
23/11/2017 09:21:26 a.m..79 127.0.0.1	 CodeSection en 0
23/11/2017 09:22:21 a.m..80 127.0.0.1	 CodeSection en 0
23/11/2017 09:23:21 a.m..95 127.0.0.1	 CodeSection en 0
23/11/2017 09:28:13 a.m..13 127.0.0.1	 CodeSection en 0
23/11/2017 09:29:09 a.m..43 127.0.0.1	 CodeSection en 0
23/11/2017 09:34:29 a.m..61 127.0.0.1	 CodeSection en 0
23/11/2017 09:35:30 a.m..88 127.0.0.1	 CodeSection en 0
23/11/2017 06:09:39 p.m..30 127.0.0.1	 CodeSection en 0
23/11/2017 06:15:59 p.m..83 127.0.0.1	 CodeSection en 0
23/11/2017 06:23:54 p.m..71 127.0.0.1	 CodeSection en 0
23/11/2017 06:25:02 p.m..72 127.0.0.1	 CodeSection en 0
23/11/2017 06:37:48 p.m..96 127.0.0.1	 CodeSection en 0
23/11/2017 06:44:41 p.m..81 127.0.0.1	 CodeSection en 0
23/11/2017 06:49:09 p.m..18 127.0.0.1	 CodeSection en 0
23/11/2017 06:59:03 p.m..77 127.0.0.1	 CodeSection en 0
23/11/2017 07:04:16 p.m..05 127.0.0.1	 CodeSection en 0
23/11/2017 07:41:34 p.m..23 127.0.0.1	 CodeSection en 0
23/11/2017 07:53:40 p.m..20 127.0.0.1	 CodeSection en 0
23/11/2017 07:55:30 p.m..87 127.0.0.1	 CodeSection en 0
23/11/2017 08:03:32 p.m..38 127.0.0.1	 CodeSection en 0
23/11/2017 08:06:00 p.m..39 127.0.0.1	 CodeSection en 0
23/11/2017 08:13:46 p.m..00 127.0.0.1	 CodeSection en 0
23/11/2017 08:36:53 p.m..57 127.0.0.1	 CodeSection en 0
23/11/2017 08:37:00 p.m..31 127.0.0.1	 CodeSection en 0
23/11/2017 08:41:49 p.m..02 127.0.0.1	 CodeSection en 0
23/11/2017 08:48:46 p.m..47 127.0.0.1	 CodeSection en 0
23/11/2017 08:53:49 p.m..17 127.0.0.1	 CodeSection en 0
23/11/2017 09:49:08 p.m..56 127.0.0.1	 CodeSection en 0
24/11/2017 12:30:02 a.m..33 127.0.0.1	 CodeSection en 0
24/11/2017 12:30:23 a.m..55 127.0.0.1	 CodeSection en 0
24/11/2017 12:32:08 a.m..06 127.0.0.1	 CodeSection en 0
24/11/2017 12:37:28 a.m..42 127.0.0.1	 CodeSection en 0
24/11/2017 12:39:11 a.m..83 127.0.0.1	 CodeSection en 0
24/11/2017 11:32:14 a.m..98 127.0.0.1	 CodeSection en 0
24/11/2017 11:49:52 a.m..89 127.0.0.1	 CodeSection en 0
24/11/2017 11:50:02 a.m..86 127.0.0.1	 CodeSection en 0
24/11/2017 11:50:55 a.m..41 127.0.0.1	 CodeSection en 0
24/11/2017 11:58:48 a.m..97 127.0.0.1	 CodeSection en 0
24/11/2017 12:03:11 p.m..82 127.0.0.1	 CodeSection en 0
24/11/2017 12:14:19 p.m..22 127.0.0.1	 CodeSection en 0
24/11/2017 12:39:38 p.m..84 127.0.0.1	 CodeSection en 0
24/11/2017 12:39:48 p.m..61 127.0.0.1	 CodeSection en 0
24/11/2017 12:43:13 p.m..20 127.0.0.1	 CodeSection en 0
24/11/2017 12:54:11 p.m..22 127.0.0.1	 CodeSection en 0
24/11/2017 12:55:38 p.m..36 127.0.0.1	 CodeSection en 0
24/11/2017 12:56:06 p.m..71 127.0.0.1	 CodeSection en 0
24/11/2017 01:01:07 p.m..20 127.0.0.1	 CodeSection en 0
24/11/2017 01:09:21 p.m..82 127.0.0.1	 CodeSection en 0
25/11/2017 07:38:02 p.m..91 127.0.0.1	 CodeSection en 0
25/11/2017 07:39:30 p.m..62 127.0.0.1	 CodeSection en 0
25/11/2017 07:40:15 p.m..07 127.0.0.1	 CodeSection en 0
25/11/2017 07:40:44 p.m..11 127.0.0.1	 CodeSection en 0
25/11/2017 07:42:08 p.m..17 127.0.0.1	 CodeSection en 0
25/11/2017 07:42:10 p.m..34 127.0.0.1	 CodeSection en 0
25/11/2017 07:44:30 p.m..07 127.0.0.1	 CodeSection en 0
25/11/2017 08:16:21 p.m..34 127.0.0.1	 CodeSection en 0
25/11/2017 08:19:04 p.m..30 127.0.0.1	 CodeSection en 0
25/11/2017 08:22:03 p.m..59 127.0.0.1	 CodeSection en 0
25/11/2017 08:24:18 p.m..87 127.0.0.1	 CodeSection en 0
25/11/2017 08:24:41 p.m..88 127.0.0.1	 CodeSection en 0
25/11/2017 08:24:43 p.m..53 127.0.0.1	 CodeSection en 0
25/11/2017 08:24:48 p.m..59 127.0.0.1	 CodeSection en 0
25/11/2017 08:24:50 p.m..27 127.0.0.1	 CodeSection en 0
25/11/2017 08:25:08 p.m..98 127.0.0.1	 CodeSection en 0
25/11/2017 08:26:29 p.m..96 127.0.0.1	 CodeSection en 0
25/11/2017 08:31:15 p.m..80 127.0.0.1	 CodeSection en 0
25/11/2017 08:32:32 p.m..23 127.0.0.1	 CodeSection en 0
25/11/2017 08:36:50 p.m..33 127.0.0.1	 CodeSection en 0
25/11/2017 08:41:14 p.m..23 127.0.0.1	 CodeSection en 0
25/11/2017 08:41:38 p.m..90 127.0.0.1	 CodeSection en 0
25/11/2017 08:43:01 p.m..73 127.0.0.1	 CodeSection en 0
25/11/2017 08:44:10 p.m..91 127.0.0.1	 CodeSection en 0
25/11/2017 08:49:30 p.m..32 127.0.0.1	 CodeSection en 0
25/11/2017 08:49:31 p.m..84 127.0.0.1	 CodeSection en 0
25/11/2017 08:52:40 p.m..49 127.0.0.1	 CodeSection en 0
25/11/2017 08:57:18 p.m..89 127.0.0.1	 CodeSection en 0
25/11/2017 08:58:27 p.m..54 127.0.0.1	 CodeSection en 0
25/11/2017 09:00:21 p.m..76 127.0.0.1	 CodeSection en 0
25/11/2017 09:01:42 p.m..47 127.0.0.1	 CodeSection en 0
25/11/2017 09:03:26 p.m..66 127.0.0.1	 CodeSection en 0
25/11/2017 09:07:54 p.m..39 127.0.0.1	 CodeSection en 0
25/11/2017 09:13:04 p.m..98 127.0.0.1	 CodeSection en 0
25/11/2017 09:13:06 p.m..43 127.0.0.1	 CodeSection en 0
25/11/2017 09:21:36 p.m..80 127.0.0.1	 CodeSection en 0
25/11/2017 10:11:43 p.m..78 127.0.0.1	 CodeSection en 0
25/11/2017 10:17:41 p.m..05 127.0.0.1	 CodeSection en 0
25/11/2017 10:29:37 p.m..47 127.0.0.1	 CodeSection en 0
25/11/2017 10:32:12 p.m..75 127.0.0.1	 CodeSection en 0
25/11/2017 10:34:10 p.m..95 127.0.0.1	 CodeSection en 0
25/11/2017 10:39:01 p.m..52 127.0.0.1	 CodeSection en 0
25/11/2017 10:40:32 p.m..77 127.0.0.1	 CodeSection en 0
25/11/2017 10:43:29 p.m..82 127.0.0.1	 CodeSection en 0
25/11/2017 10:50:00 p.m..39 127.0.0.1	 CodeSection en 0
26/11/2017 12:50:51 p.m..09 127.0.0.1	 CodeSection en 0
26/11/2017 12:52:01 p.m..12 127.0.0.1	 CodeSection en 0
26/11/2017 01:02:07 p.m..59 127.0.0.1	 CodeSection en 0
26/11/2017 01:08:06 p.m..16 127.0.0.1	 CodeSection en 0
26/11/2017 01:08:18 p.m..36 127.0.0.1	 CodeSection en 0
26/11/2017 01:15:16 p.m..50 127.0.0.1	 CodeSection en 0
26/11/2017 01:15:46 p.m..48 127.0.0.1	 CodeSection en 0
26/11/2017 01:16:05 p.m..76 127.0.0.1	 CodeSection en 0
26/11/2017 01:16:28 p.m..48 127.0.0.1	 CodeSection en 0
26/11/2017 01:16:56 p.m..02 127.0.0.1	 CodeSection en 0
26/11/2017 01:17:11 p.m..45 127.0.0.1	 CodeSection en 0
26/11/2017 01:17:53 p.m..27 127.0.0.1	 CodeSection en 0
26/11/2017 01:20:06 p.m..90 127.0.0.1	 CodeSection en 0
26/11/2017 01:20:54 p.m..19 127.0.0.1	 CodeSection en 0
26/11/2017 01:25:52 p.m..05 127.0.0.1	 CodeSection en 0
26/11/2017 01:30:02 p.m..65 127.0.0.1	 CodeSection en 0
26/11/2017 01:35:02 p.m..34 127.0.0.1	 CodeSection en 0
26/11/2017 01:58:55 p.m..47 127.0.0.1	 CodeSection en 0
26/11/2017 06:14:45 p.m..87 127.0.0.1	 CodeSection en 0
26/11/2017 06:16:42 p.m..99 127.0.0.1	 CodeSection en 0
26/11/2017 06:26:23 p.m..69 127.0.0.1	 CodeSection en 0
26/11/2017 06:26:50 p.m..16 127.0.0.1	 CodeSection en 0
26/11/2017 06:32:15 p.m..75 127.0.0.1	 CodeSection en 0
26/11/2017 06:36:00 p.m..48 127.0.0.1	 CodeSection en 0
26/11/2017 06:40:45 p.m..70 127.0.0.1	 CodeSection en 0
26/11/2017 06:42:16 p.m..95 127.0.0.1	 CodeSection en 0
26/11/2017 06:45:45 p.m..45 127.0.0.1	 CodeSection en 0
26/11/2017 06:47:48 p.m..95 127.0.0.1	 CodeSection en 0
26/11/2017 06:56:00 p.m..14 127.0.0.1	 CodeSection en 0
26/11/2017 06:56:37 p.m..79 127.0.0.1	 CodeSection en 0
26/11/2017 07:04:21 p.m..26 127.0.0.1	 CodeSection en 0
26/11/2017 07:04:36 p.m..80 127.0.0.1	 CodeSection en 0
26/11/2017 07:14:59 p.m..41 127.0.0.1	 CodeSection en 0
26/11/2017 07:15:38 p.m..03 127.0.0.1	 CodeSection en 0
26/11/2017 07:16:49 p.m..54 127.0.0.1	 CodeSection en 0
26/11/2017 07:17:04 p.m..18 127.0.0.1	 CodeSection en 0
26/11/2017 07:22:36 p.m..83 127.0.0.1	 CodeSection en 0
26/11/2017 07:23:00 p.m..35 127.0.0.1	 CodeSection en 0
28/11/2017 07:48:27 p.m..38 127.0.0.1	 CodeSection en 0
28/11/2017 07:48:32 p.m..91 127.0.0.1	 CodeSection en 0
28/11/2017 08:05:03 p.m..30 127.0.0.1	 CodeSection en 0
28/11/2017 08:05:04 p.m..92 127.0.0.1	 CodeSection en 0
28/11/2017 08:05:09 p.m..02 127.0.0.1	 CodeSection en 0
28/11/2017 08:07:07 p.m..88 127.0.0.1	 CodeSection en 0
28/11/2017 08:15:48 p.m..59 127.0.0.1	 CodeSection en 0
28/11/2017 08:15:53 p.m..30 127.0.0.1	 CodeSection en 0
28/11/2017 08:16:31 p.m..25 127.0.0.1	 CodeSection en 0
28/11/2017 08:18:05 p.m..09 127.0.0.1	 CodeSection en 0
28/11/2017 08:18:09 p.m..39 127.0.0.1	 CodeSection en 0
07/12/2017 11:54:45 p.m..27 127.0.0.1	 CodeSection en 0
07/12/2017 11:55:02 p.m..02 127.0.0.1	 CodeSection en 0
07/12/2017 11:56:42 p.m..55 127.0.0.1	 CodeSection en 0
08/12/2017 12:03:47 a.m..92 127.0.0.1	 CodeSection en 0
08/12/2017 12:11:21 a.m..33 127.0.0.1	 CodeSection en 0
08/12/2017 12:11:37 a.m..75 127.0.0.1	 CodeSection en 0
08/12/2017 12:15:50 a.m..06 127.0.0.1	 CodeSection en 0
08/12/2017 12:16:28 a.m..64 127.0.0.1	 CodeSection en 0
08/12/2017 12:22:45 a.m..79 127.0.0.1	 CodeSection en 0
08/12/2017 12:22:59 a.m..92 127.0.0.1	 CodeSection en 0
08/12/2017 12:25:10 a.m..60 127.0.0.1	 CodeSection en 0
08/12/2017 12:47:55 a.m..84 127.0.0.1	 CodeSection en 0
08/12/2017 11:00:33 a.m..63 127.0.0.1	 CodeSection en 0
08/12/2017 11:00:43 a.m..18 127.0.0.1	 CodeSection en 0
08/12/2017 11:03:39 a.m..18 127.0.0.1	 CodeSection en 0
08/12/2017 11:03:59 a.m..38 127.0.0.1	 CodeSection en 0
08/12/2017 11:06:21 a.m..51 127.0.0.1	 CodeSection en 0
08/12/2017 11:06:51 a.m..61 127.0.0.1	 CodeSection en 0
08/12/2017 11:07:01 a.m..90 127.0.0.1	 CodeSection en 0
08/12/2017 11:14:56 a.m..73 127.0.0.1	 CodeSection en 0
08/12/2017 11:15:58 a.m..06 127.0.0.1	 CodeSection en 0
08/12/2017 11:26:58 a.m..85 127.0.0.1	 CodeSection en 0
08/12/2017 11:29:21 a.m..62 127.0.0.1	 CodeSection en 0
08/12/2017 11:36:12 a.m..38 127.0.0.1	 CodeSection en 0
08/12/2017 04:21:05 p.m..84 127.0.0.1	 CodeSection en 0
08/12/2017 04:23:39 p.m..08 127.0.0.1	 CodeSection en 0
08/12/2017 04:29:15 p.m..37 127.0.0.1	 CodeSection en 0
08/12/2017 04:30:40 p.m..11 127.0.0.1	 CodeSection en 0
08/12/2017 04:32:49 p.m..40 127.0.0.1	 CodeSection en 0
08/12/2017 04:33:24 p.m..35 127.0.0.1	 CodeSection en 0
08/12/2017 04:56:18 p.m..26 127.0.0.1	 CodeSection en 0
